Row Labels,sample date,"1,2,3-Trichlorobenzene","1,2,4-Trichlorobenzene",Acenaphthene,Acenaphthylene,AGOC-3A,Alachlor,Aldrin,alpha-Hexachlorocyclohexane,Aluminium,Ammonium,Anionic active surfactants,Anthracene,AOX,Arsenic,Atrazine,Barium,Benzo(a)anthracene,Benzo(a)pyrene,Benzo(b)fluoranthene,"Benzo(g,h,i)perylene",Benzo(k)fluoranthene,Berilium,beta-Hexaxchlorocyclohexane,Bicarbonates,Biochemical Oxygen,Boron,Cadmium,Calcium,Carbonates,Cesium,Chemical Oxygen Demand (Cr),Chemical Oxygen Demand (Mn),Chlorides,Chlorodinine,Chromium,Chrysene,Copper,Cyanides,Dieldrin,Dissolved organic carbon,Dissolved oxygen,Dissolved silicates,Endosulfan (alpha),Endosulfan (beta),Endrin,Fecal coliforms,Fecal streptococci ,Fluoranthene,Fluorene,gamma-Hexachlorocyclohexane,Heptachlor,Heptachloroepoxide,Hexachlorobenzene,"Indeno(1,2,3-c,d)pyrene",Inorganic nitrogen,Iron,Isodrin,Lead,Macrozoobenthos,Magnesium,Manganese,Mercury,Methoxychlor,Methylosmoline,Metolachlor,Naphthalene,Nickel,Nitrates,Nitrites,Organic nitrogen,Orthophosphate-phosphorus,Oxygen saturation,"p,p-DDD","p,p-DDE","p,p-DDT",PAHs,PCB 101,PCB 118,PCB 138,PCB 153,PCB 180,PCB 28,PCB 52,Pentachlorobenzene,Petroleum hydrocarbons,Phenanthrene,Potassium,Pyrene,Selenium,Silica (SiO2),Simazine,Sodium,Sulfides,Sulphates,Tetrachloromethane,Total coliforms,Total dissolved phosphorus,Total dissolved salts,Total extractable matter,Total hardness,Total nitrogen,Total organic carbon,Total phosphorus,Trifluralin,Water temperature,Zinc
Sakda,3/14/2014,,,,,0.981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,4/3/2014,,,,,,,,,,0.12246,0,,,,0,,,,,,,,,577.06,15.59,,,166.72,,,57.18,15.81,90.19,,,,,,,,32.42,,,,,,,,,0,,,,,,,,,,39.87,,,,,,,,5.40818,0.11376,,0.13565,,,,0,,,,,,,,,,,,33.7,,,,,60,,,,,,891.6,,579.1,6.17,,0.348,,31.1,
Sakda,4/11/2014,,,,,0.959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,5/8/2014,,,,,,,,,,0.35256,,,,,0,,,,,,,,,481.9,8.21,,,164.34,,,59.52,9.91,74.73,,,,,,,,27.01,,,,,,,,,0,,,,,,,,,110.65,30.29,,,,,,,,2.4973,0.04262,,0,,,,0,,,,,,,,,,,,,,,,,,,109.7,,,,797.2,,533.7,3.48,,0.346,,60,
Sakda,5/9/2014,,,,,0.794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,6/13/2014,,,,,1.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,6/19/2014,,,,,,,,,,0.663,,,,,0,,,,,,,,,501.29,7.75,,,151.49,,,29.07,9.96,58.11,,,,,,,,23.32,,,,,,,,,0,,,,,,0,,,,32.78,0,,,,,,,1.5582,0.00912,,0.045,,,,0,,,,,,,,,,,,6.8,,,,,39.8,,,,,,734.2,,508.93,,,0.193,,77.8,
Sakda,7/4/2014,,,,,,,,,,0.41262,,,,,0,,,,,,,,,425.78,4.6,,,124.86,,,20.85,8.61,56.18,,,,,,,,20.3,,,,,,,,,0,,,,,,1.162,,,,30.29,0,0.058,,,,,,1.6184,0.079,,0.0597,,,,0,,,,,,,,,,,,7,,,,,38.7,,113.22,,,,687.8,,435.39,,,0.795,,80,
Sakda,7/11/2014,,,,,0.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,8/8/2014,,,,,0.878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,8/22/2014,,,,,,,,,,0.34632,,,,5.8,0,,,,,,,,,425.17,3.98,,0.56,119.43,,,61.87,7.47,441.05,,4.331,,62.412,,,,19.2,,,,,,,,,0,,,,,,1.964,,7.47,,35.01,0.063,0,,,,,11.131,1.8031,0.0888,,0.0978,,,,0,,,,,,,,,,0.31,,7.8,,,,,38.6,,54.05,,,,664.2,,441.05,,,0.15,,78.6,112.5
Sakda,9/6/2014,,,,,0.901,,,,,0.75036,0,,,5.5,0,,,,,,,,,419.68,0.69,,0,132.12,,,60.22,31.81,582.33,0.757,4.07,,43.452,,,,20.46,,,,,,,,,0,,,,,,1.126,,2.25,,93.36,0,0,,0.915,,,4.985,1.61349,0.0612,,0.0958,,,,0,,,,,,,,,,0.761,,,,,,,,,,,,,1932.4,75,712.53,,,0.187,,72,112.5
Sakda,9/12/2014,,,,,,,,,,0.49062,,,,5.8,0,,,,,,,,,446.13,0.88,,0,128.08,,,55.37,10.41,524.72,,1.3,,53.44,,,,22.22,,,,,,,,,0,,,,,,1.014,,6.02,,81.62,0,0,,,,,3.299,1.4186,0.0519,,0.0886,,,,0,,,,,,,,,,,,,,,,,,,,,,,1726.6,,654.32,,,0.185,,68.33,112.5
Sakda,10/12/2014,,,,,3.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,10/15/2014,,,,,,,,,,0.7371,0,,,4.6,0,,,,,,,,,491.05,1.57,,0,146.62,,,38.63,11.19,464.77,,0,,105.4,,,,23.6,,,,,,,,,0,,,,,,1.18,,2.25,,68.93,0,0.023,,,,,0,3.1527,0.0417,,0.1536,,,,0,,,,,,,,,,0,,16.7,,,,,274,,,,,,1133.1,,658,4.721,,0.239,,55.1,112.5
Sakda,11/6/2014,,,,,,,,,,0.48594,,,,4.5,0,,,,,,,,,543.14,3.86,,0,145.95,,,20.85,12.38,100.69,,1.01,,86.14,,,,28.49,,,,,,,,,0,,,,,,1.51,,13.42,,44.04,0,0,,,,,0,2.42724,0.0465,,0.11346,,,,0,,,,,,,,,,0,,,,,,,,,123.74,,,,734.4,,545,3.57,,0.219,,45,112.5
Sakda,11/7/2014,,,,,3.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,12/11/2014,,,,,,,,,,0.45474,,,,5,0,,,,,,,,,556.29,3.62,,0,157.1,,,20.85,10.28,70.5,,0,,84.81,,,,33.22,,,,,,,,,0,,,,,,0.765,,5.99,,44.73,0,0,,,,,0,3.99794,0.0537,,0.0723,,,,0,,,,,,,,,,0,,,,,,,,,,,,,784.8,,576,6.26,,0.189,,18,112.5
Sakda,12/12/2014,,,,,0.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,1/8/2015,,,,,,,,,,0.697,0,,,6.2,0,,,,,,,,,614.88,9.21,,0,181.16,,,42.22,14.04,63.41,,1.108,,39.29,,,,37.67,,,,,,,,,0,,,,,,1.029,,5.29,,36.96,0,0,,,,,6,4.047,0.053,,0.118,272.37,,,0,,,,,,,,,,0,,7.6,,,,,44.8,,115,,,0.143,813,,603.064,7.28,,0.275,,6,
Sakda,1/9/2015,,,,,0.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,2/12/2015,,,,,,,,,,0.576,,,,6,0,,,,,,,,,608.17,4.89,,0,159.5,,,52.33,12.38,75.97,,1.07,,39.96,,,,33.67,,,,,,,,,0,,,,,,1.319,,4.93,,52.04,0,0,,,,,6,4.747,0.066,,0.083,256.82,,,0,,,,,,,,,,0,,7.9,,,,,53.2,,,,,0.121,794,,610.896,8.26,,0.208,,12.2,
Sakda,2/13/2015,,,,,0.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,3/12/2015,,,,,,,,,,0.497,0,,,7.4,0,,,,,,,,,552.66,10.5,,0,149.19,,,45.05,12.66,80.31,,15.15,,23.4,,,,33.77,,,,,,,,,0,,,,,,1.69,,4.02,,55.38,0,,,,,,6,4.947,0.061,,0.255,271.23,,,0,,,,,,,,,,,,7.8,,,,,54.4,,64.45,,,0.269,808.4,,599.148,9.47,,0.281,,18,
Sakda,3/13/2015,,,,,0.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,4/2/2015,,,,,,,,,,0.484,,,,7.7,0,,,,,,,,,538.63,4.51,,0,130.94,,,54.61,14.96,70.14,,5.16,,21.32,,,,30.12,,,,,,,,,0,,,,,,,,8.11,,60.18,,0.23,,,,,6,4.439,0.06,,0.121,253.33,,,0,,,,,,,,,,,,,,,,,,,,,,0.18,632.6,,573.16,5.3,,0.293,,23.5,
Sakda,4/17/2015,,,,,0.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,5/8/2015,,,,,1.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,5/14/2015,,,,,,,,,,0.792,,,,,0,,,,,,,,,505.69,3.23,,0,157.1,,,27.58,12.98,56.32,,6.03,,17.27,,,,20.34,,,,,,,,,0,,,,,,1.137,,2.73,,40.86,0,,,,,,6,2.349,0.049,,0.054,231.22,,,0,,,,,,,,,,,,,,,,,,,,,,0.12,593.4,,559.276,3.28,,0.229,,65,
Sakda,6/12/2015,,,,,0.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,6/18/2015,,,,,,,,,,0.831,,,,,0,,,,,,,,,550.22,5.11,,0,166.76,,,29.37,13.24,61.38,,6.427,,14.29,,,,21.83,,,,,,,,,0,,,,,,2.75,,1.5,,30.3,0,0,,,,,6,2.41,0.236,,0.167,252.89,,,0,,,,,,,,,,,,7,,,,,45.3,,,,,0.227,568,,539.874,3.477,,0.29,,68.3,
Sakda,7/10/2015,,,,,,,,,,0.388,,,,,0,,,,,,,,,517.28,4.99,,0,165.93,,,48.48,18.48,58.44,,0,,10.32,,,,17.6,,,,,,,,,0,,,,,,1.443,,1.5,,26.74,0,0,,,,,6,,0.047,,0.187,209.02,,,0,,,,,,,,,,,,8.7,,,,,44.3,,96.63,,,0.221,589.2,,523.152,3.76,,0.302,,72.7,
Sakda,7/11/2015,,,,,0.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,8/8/2015,,,,,0.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,8/20/2015,,,,,,,,,,0.395,,,,,0,,,,,,,,,481.9,6.46,,0,149.9,,,31.3,16.25,499.45,,0,,22.07,,,,19.01,,,,,,,,,0,,,,,,0.224,,1.5,,58.86,0,0.182,,,,,6,1.63,0.047,,0.107,237.13,,,0,,,,,,,,,,,,,,,,,,,,,,0.119,1262.6,,614.99,,,0.152,,80.2,
Sakda,9/7/2015,,,,,6.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,9/25/2015,,,,,,,,,,0.332,0,,,,0,,,,,,,,,488,0.73,,0,135.58,,,20.66,11.76,87.36,,6.326,,23.2,,,,24.36,,,,,,,,,0,,,,,,1.703,,6.33,,40.65,0,0,,,,,6,2.925,0.057,,0.13,261.65,,,0,,,,,,,,,,1.4052,,9.1,,,,,66.8,,84.3,,,0.179,647.6,,504.808,3.807,,0.201,,56.4,
Sakda,10/8/2015,,,,,,,,,,0.237,,,,,0,,,,,,,,,534.97,4.38,,0.19,150.7,,,36.4,16.95,85.46,,5.81,,37.9,,,,28.52,,,,,,,,,0,,,,,,2.5,,4.68,,46.2,0.186,,,,,,6,3.09,0.082,,0.162,273.69,,,0,,,,,,,,,,,,,,,,,,,,,,0.315,725.8,,565.328,4.1,,0.414,,40.5,
Sakda,11/19/2015,,,,,,,,,,0.404,0,,,,0,,,,,,,,,597.19,4.4,,0,173.14,,,28.9,11.95,81.53,,0,,37.5,,,,29.15,,,,,,,,,0,,,,,,0.874,,1.5,,53.97,0,0,,,,,6,3.469,0.04,,0.187,276.57,,,0,,,,,,,,,,,,8.9,,,,,60,,,,,0.267,827.6,,653.082,4.71,,0.324,,38.4,
Sakda,12/10/2015,,,,,,,,,,0.366,,,,,0,,,,,,,,,590.48,14.26,,0,179.56,,,23.69,17.84,64.32,,6.43,,25.27,,,,34.81,,,,,,,,,0,,,,,,0.885,,3.99,,44.26,0,0,,,,,6,3.557,0.045,,0.156,278.49,,,0,,,,,,,,,,,,,,,,,,,,,,0.239,727.4,,629.052,4.76,,0.287,,17.2,
Sakda,1/9/2016,,,,,,,,,,0.341,,,,5.8,0,,,,,,,,,639.89,7.43,,0.73,204.41,,,21.37,14.07,69.75,,4.73,,14.36,,,,37.45,,,,,,,,,0,,,,,,,,0,,36.97,,0,,,,,4.71,4.218,0.066,,0.145,,,,0,,,,,,,,,,,,8.3,,,,,52.7,,92.81,,,0.185,713.6,,660.914,5.56,,0.219,,10.4,76
Sakda,1/10/2016,,,,,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,2/7/2016,,,,,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,2/11/2016,,,,,,,,,,0.528,0,,,6.7,0,,,,,,,,,642.94,5.83,,0,209.45,,,22.56,13.74,78.66,,4.485,,12.11,,,,37.52,,,,,,,,,0,,,,,,,,4.14,,31.28,,,,,,,4.57,4.31,0.061,,0.166,,,,0,,,,,,,,,,1.0142,,,,,,,,,,,,0.214,842,,650.234,5.87,,0.265,,4.5,0
Sakda,3/11/2016,,,,,,,,,,0.443,,,,7.4,0,,,,,,,,,574.62,6.54,,0.4,180.36,,,41.55,12.85,81.92,,5.24,,35.58,,,,33.57,,,,,,,,,0,,,,,,,,10.24,,25.77,,0,,,,,7.81,4.22,0.055,,0.125,272.76,,,0,,,,,,,,,,,,,,,,,,,107.97,,,0.271,736.8,,554.996,5.65,,0.332,,19.2,0
Sakda,3/12/2016,,,,,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,4/1/2016,,,,,,,,,,0.354,,,,6.1,0,,,,,,,,,579.5,5.71,,0,183.56,,,29.63,11.77,73.26,,1.75,,16.58,,,,30.37,,,,,,,,,0,,,,,,,,0,,39.4,,0,,,,,4.29,5.508,0.052,,0.186,288.14,,,0,,,,,,,,,,,,,,,,,,,132.69,,,0.242,763.6,,619.086,7.09,,0.324,,39.3,0
Sakda,4/8/2016,,,,,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,5/13/2016,,,,,,,,,,0.842,0,,,7.3,0,,,,,,,,,529.48,3.09,,0,164.27,,,49.53,10.74,77.98,,6.51,,42.49,,,,24.31,,,,,,,,,0,,,,,,,,9.34,,43.83,,0,,,,,13.66,3.519,0.084,,0.093,246.3,,,0,,,,,,,,,,0,,,,,,,,,131.3,,,0.245,816.8,,589.18,5.33,,0.406,,48,0
Sakda,5/14/2016,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,6/11/2016,,,,,,,,,,0.234,,,,6.3,0,,,,,,,,,530.2,4.89,,0.57,155.5,,,65.94,12.6,52.57,,6.15,,18.45,,,,20.64,,,,,,,,,0,,,,,,,,4.03,,39.4,,0,,,,,11.22,2.135,0.009,,0,236.16,,,0,,,,,,,,,,,,,,,,,,,104.35,,,0.176,616.4,,549.13,4.068,,0.264,,65.3,0
Sakda,6/19/2016,,,,,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,7/8/2016,,,,,,,,,,0.26,0,,,6,0,,,,,,,,,470.76,2.58,,0,147.5,,,52.46,11.64,69.05,,1.92,,22.22,,,,21.57,,,,,,,,,0,,,,,,,,0,,29.67,,0,,,,,0,1.316,0.043,,0.073,261.13,,,0,,,,,,,,,,0.2584,,,,,,,,,,,,0.182,652,,489.322,,,0.326,,75,0
Sakda,7/18/2016,,,,,4.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,8/14/2016,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,8/19/2016,,,,,,,,,,0.029,,,,5.5,0,,,,,,,,,502.03,4.92,,0.22,156.29,,,56.66,12.47,65.73,,8.13,,40.65,,,,18.82,,,,,,,,,0,,,,,,,,10.72,,30.79,,0,,,,,13.9,2.814,0.05,,0.208,232.05,,,0,,,,,,,,,,,,,,,,,,,,,,0.299,728.4,,515.844,4.53,,0.461,,77.7,0
Sakda,9/2/2016,,,,,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,9/3/2016,,,,,,,,,,0.026,,,,6.6,0,,,,,,,,,530.08,1.77,,0,153.07,,,53.01,9.66,69.41,,3.64,,36.77,,,,20.56,,,,,,,,,0,,,,,,,,2.04,,32.74,,0,,,,,9.14,2.224,0.035,,0.16,208.2,,,0,,,,,,,,,,0.9301,,,,,,,,,,,,0.279,748.6,,515.844,3.825,,0.362,,70.8,0
Sakda,10/1/2016,,,,,,,,,,0,0,,,6,0,,,,,,,,,543.14,1.5,,0.45,177.15,,,37.11,10.74,54.95,,2.83,,26.72,,,,24.28,,,,,,,,,0,,,,,,,,4.27,,26.26,,0,,,,,5.39,2.599,0.046,,0.16,251.34,,,0,,,,,,,,,,,,,,,,,,,,,,0.216,596.2,,549.13,4.3,,0.297,,51.4,0
Sakda,10/15/2016,,,,,0.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,11/4/2016,,,,,,,,,,0.028,,,,7.4,0,,,,,,,,,630.13,6.18,,0.16,183.56,,,63.1,12.08,67.07,,9.32,,28.41,,,,30.68,,,,,,,,,0,,,,,,,,6.81,,44.26,,0,,,,,7.48,3.101,0.08,,0.113,278.14,,,0,,,,,,,,,,,,,,,,,,,,,,0.3,813.8,,638.842,5.17,,0.471,,33,18
Sakda,11/10/2016,,,,,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakda,12/2/2016,,,,,,,,,,0.108,,,,7.8,0,,,,,,,,,604.97,9.82,,0,177.07,,,36.83,12.66,61.74,,4.02,,21.51,,,,35.37,,,,,,,,,0,,,,,,,,5.3,,66.3,,0,,,,,4.41,3.551,0.054,,0.158,287.79,,,0,,,,,,,,,,,,,,,,,,,,,,0.257,810.2,,713.424,4.678,,0.315,,19.5,0
Somchair,4/17/1998,,,,,,,,,,1.52,,,0,0,0,,,,,,,,,,4.8,,1.89,69,,0,0,6.9,121.9,,42,,12,,,,5.7,,,,,0,,,,0.002,,,,,,9.2,,41,0,25.8,0.79,0,,,,,80,3.41,1.2,,0.05,,,,,,,,,,,,,,,,5.3,,,,,46.6,,98,,0,,,,,,,0.54,,20.5,104
Somchair,6/29/1998,,,,,,,,,,1.02,,,0,0,0,,,,,,,,,,5.6,,3.59,72,,0,0,7.4,117,,21,,10,,,,5.7,,,,,0,,,,0.002,,,,,,28.25,,10,0,27,1.72,0,,,,,10,1.34,0.2,,0.07,,,,,,,,,,,,,,,,3.42,,,,,81.7,,94.2,,0,,,,,,,0.6,,22,121
Somchair,8/24/1998,,,,,,,,,,1.14,,,0,0,0,,,,,,,,,,5.9,,0.52,62,,0,0,6.5,103.5,,10,,1,,,,6,,,,,0,,,,,,,,,,6.75,,15,0,27.6,0.73,0,,,,,78,1.87,0.24,,0.02,,,,,,,,,,,,,,,,5.5,,,,,36.7,,52,,0,,,,,,,0.05,,21,285
Somchair,10/30/1998,,,,,,,,,,0.35,,,0,0,0,,,,,,,,,,4.5,,0.99,65,,0,0,5,54,,11,,34,,,,8.9,,,,,0.05,,,,,,,,,,0,,48,1.83,19.8,0.37,0,,,,,0,1.9,0.05,,0.19,,,,,,,,,,,,,,,,5.4,,,,,52,,54,,0.35,,,,,,,0.27,,8.8,88
Somchair,11/28/1998,,,,,,,,,,1.2,,,0,0,0,,,,,,,,,,6.5,,0.24,73.92,,0,62,15.09,85.2,,7,,33,,,,9.1,,,,,0.06,,,,,,,,,,0,,23,0,23.6,0.32,0,,,,,0,2.4,0.04,,0.07,,,,,,,,,,,,,,,,10.8,,,,,58.4,,125,,0.08,,,,,,,0.1,,8.8,29
Somchair,12/19/1998,,,,,,,,,,1.47,,,0,0,0,,,,,,,,,,6,,0.31,64,,0,0,4.8,55.3,,37,,20,,,,0,,,,,0,,,,,,,,,,0,,1,0,21,0.2,0,,,,,0,2.17,0.03,,0.11,,,,,,,,,,,,,,,,5.8,,,,,48,,176,,0,,,,,,,0.15,,0,64
Somchair,1/27/1999,,,,,,,,,,2.62,0,,,,,,,,,,,,,120.82,7.62,,1.57,66.14,,,56,14.85,42.6,,13,,19,,,,13.5,,,,,0.006,,,,0.008,,,,,,0.49,,34,2.17,33.07,0.07,,,,,,,1.4,0.03,,0.1,,,,0.12,,,,,,,,,,,,4,,,,,27,,65,,0.22,,,6,,,,0.15,,2,38
Somchair,2/20/1999,,,,,,,,,,3.4,0.02,,,,,,,,,,,,,173.24,7.07,,1.78,73.9,,,65,12.6,56.8,,18,,57,,,,13.1,,,,,0.13,0.04,,,0.04,,,,,,2.29,,,2.45,30.64,0.21,,,,,,,1.3,0.04,,0.16,,,,0.03,,,,,,,,,,,,6.8,,,,,32.6,,85.59,,0.54,,,,,,,0.47,,0.4,16
Somchair,3/19/1999,,,,,,,,,,3.1,0,,,,,,,,,,,,,174.46,4.91,,1,70.03,,,30,9.4,78.1,,1.6,,11,,,,11.3,,,,,,0.002,,,0.01,,,,,,1.11,,3,2.15,28.4,0.09,,,,,,,1.07,0.03,,0.009,,,,0.17,,,,,,,,,,,,14.6,,,,,54,,85.88,,0.03,,,,,,,0.01,,5.4,9
Somchair,4/23/1999,,,,,,,,,,0.24,,,,,,,,,,,,,,,5.6,,0.11,60,,,,6.2,63.1,,13,,28,,,,6.8,,,,,0.004,,,,0.02,,,,,,1.89,,16,,15.6,0.25,,,,,,,3,0.12,,0.05,,,,0,,,,,,,,,,,,5.9,,,,,48.7,,57,,0.54,,,,,,,0.22,,11,87
Somchair,5/27/1999,,,,,,,,,,0.86,,,,,,,,,,,,,,,4.5,,0.23,76.1,,,36,8.2,85.2,,4,,18,,,,7.8,,,,,0.01,,,,0.04,,,,,,1.25,,16,2.13,26.7,0.07,,,,,,,2.41,0.03,,0.12,,,,,,,,,,,,,,,,15.4,,,,,56.2,,86.2,,3.5,,,,,,,0.13,,16.9,100
Somchair,6/22/1999,,,,,,,,,,0.2,,,,,,,,,,,,,,,3.6,,3.56,58,,,,4.9,45.4,,12,,150,,,,5.5,,,,,,,,,,,,,,,2.28,,28,,17.4,0.09,,,,,,,0.76,0.09,,0.05,,,,,,,,,,,,,,,,5.2,,,,,39,,86,,,,,,,,,0.12,,27,20
Somchair,7/15/1999,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,,,,,,,,19.5,,43.6,,,,,,,,,,,,,,,,,,,,,37.49,,,380,,,,,,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6
Somchair,7/24/1999,,,,,,,,,,0.8,,,,,,,,,,,,,,,4.9,,0.83,90.9,,,19,7.6,72.4,,19,,106,,,,8,,,,,,,,,0.01,,,,,,2.01,,30,2.13,15.1,0.08,,,,,,,1.81,0.01,,0.09,,,,0.07,,,,,,,,,,,,6.8,,,,,40.5,,63.5,,,,,,,,,0.1,,18.5,60
Somchair,8/15/1999,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71,,,,,,,,24.9,,50,,,,,,,,,,,,,,,,,,,,,54.03,,,630,,,,,,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3
